,Fecha,TIPO GASTO,TC,TOTAL SAT
1837,2022-09-01,UNIFORMES,1.0,1705.2
1838,2022-09-01,HONORARIOS CONTABLES,1.0,5100.01
1839,2022-09-01,HONORARIOS JURIDICOS,1.0,2652.38
1840,2022-09-01,COMISION MIXTA,1.0,22865.34
1842,2022-09-01,MENSAJERIA,1.0,0.0
1845,2022-09-01,TELEFONO,1.0,0.0
1847,2022-09-01,SUSCRIPCIONES,1.0,1026.6
1848,2022-09-01,SUSCRIPCIONES,1.0,-1026.6
1856,2022-09-01,MTTO COMPUTO,1.0,249.01
1857,2022-09-01,PAQUETERIA,1.0,1637.28
1860,2022-09-01,NO DEDUCIBLE,1.0,2961.5
1861,2022-09-01,MENSAJERIA,1.0,7411.89
1862,2022-09-01,MTTO OFICINA ,1.0,736.37
1869,2022-09-01,MTTO COMPUTO,1.0,386.28
1873,2022-09-01,MTTO COMPUTO,1.0,1160.0
1874,2022-09-01,PAQUETERIA,1.0,527.15
1875,2022-09-01,MEDICOS,1.0,676.0
1877,2022-09-01,SUBCONTRATOS,1.0,0.0
1878,2022-09-01,NO DEDUCIBLE,1.0,2095.54
1879,2022-09-01,PAQUETERIA,1.0,0.0
1881,2022-09-01,HONORARIOS JURIDICOS,1.0,3032.48
1882,2022-09-01,COMISION MIXTA,1.0,26142.03
1883,2022-09-01,MTTO LOCAL,1.0,3166.8
1885,2022-09-01,SUELDOS DIRECCION,1.0,42516.64
1888,2022-09-01,GASOLINA,1.0,500.0
1890,2022-09-01,SUSCRIPCIONES,1.0,189.6
1891,2022-09-01,RENTA COPIADORA,1.0,0.0
1893,2022-09-01,GERENCIA ADMON,1.0,28600.0
1894,2022-09-01,PAQUETERIA,1.0,1223.72
1895,2022-09-01,PAPELERIA,1.0,1624.0
1897,2022-09-01,NO DEDUCIBLE,1.0,577.0
1900,2022-09-01,ENERGIA ELECTRICA,1.0,6093.64
1901,2022-09-01,RENTA COPIADORA,1.0,2320.0
1902,2022-09-01,DERECHOS,1.0,4110.0
1904,2022-09-01,MTTO COMPUTO,1.0,7335.84
1905,2022-09-01,MTTO COMPUTO,1.0,2436.0
1907,2022-09-01,CREDITO ,1.0,2172.23
1909,2022-09-01,CAPACITACION,1.0,0.0
1910,2022-09-01,NO DEDUCIBLE,1.0,99.0
1913,2022-09-01,MTTO COMPUTO,1.0,0.0
1914,2022-09-01,PAQUETERIA,1.0,117.91
1915,2022-09-01,PAQUETERIA,1.0,104.95
1916,2022-09-01,CAPACITACION,1.0,5204.16
1917,2022-09-01,HONORARIOS JURIDICOS,1.0,2674.04
1918,2022-09-01,COMISION MIXTA,1.0,23052.08
1920,2022-09-01,ALIMENTOS,1.0,252.0
1923,2022-09-01,PAQUETERIA,1.0,0.0
1924,2022-09-01,PAQUETERIA,1.0,480.75
1927,2022-09-01,NO DEDUCIBLE,1.0,127.99
1929,2022-09-01,GASOLINA,1.0,500.0
1930,2022-09-01,SUSCRIPCIONES,1.0,-189.6
1932,2022-09-01,NO DEDUCIBLE,1.0,280.0
1933,2022-09-01,PAQUETERIA,1.0,755.17
1936,2022-09-01,SUSCRIPCIONES,1.0,-189.6
1937,2022-09-01,GASOLINA,1.0,10348.0
1939,2022-09-01,PAPELERIA,1.0,477.0
1940,2022-09-01,PAQUETERIA,1.0,265.74
1944,2022-09-01,MENSAJERIA,1.0,585.74
1945,2022-09-01,TELEFONO,1.0,0.0
1946,2022-09-01,MTTO COMPUTO,1.0,3089.08
1947,2022-09-01,MTTO LOCAL,1.0,249.4
1953,2022-09-01,IMSS/INFONAVIT,1.0,41145.41
1954,2022-09-01,MTTO COMPUTO,1.0,0.0
1958,2022-09-01,PAQUETERIA,1.0,912.92
1961,2022-09-01,ALIMENTOS,1.0,399.0
1962,2022-09-01,PAQUETERIA,1.0,0.0
1964,2022-09-01,PAPELERIA,1.0,333.0
1965,2022-09-01,PAQUETERIA,1.0,0.0
1966,2022-09-01,PAQUETERIA,1.0,546.15
1969,2022-09-01,PAQUETERIA,1.0,154.7
1972,2022-09-01,CAPACITACION,1.0,2296.8
1977,2022-09-01,VALES DESPENSA,1.0,7674.0
1980,2022-09-01,HONORARIOS JURIDICOS,1.0,2553.06
1981,2022-09-01,PAQUETERIA,1.0,0.0
1982,2022-09-01,COMISION MIXTA,1.0,22009.17
1987,2022-09-01,PAQUETERIA,1.0,0.0
1988,2022-09-01,PAQUETERIA,1.0,250.49
1990,2022-09-01,ARRENDAMIENTO LOCAL,1.0,24786.66
1992,2022-09-01,NO DEDUCIBLE,1.0,1931.4
1993,2022-09-01,NO DEDUCIBLE,1.0,1509.0
1994,2022-09-01,NO DEDUCIBLE,1.0,756.25
1995,2022-09-01,ENERGIA ELECTRICA,1.0,0.0
1999,2022-09-01,GERENCIA ADMON,1.0,28600.0
2000,2022-09-01,PAQUETERIA,1.0,362.81
2001,2022-09-01,PAQUETERIA,1.0,541.45
2002,2022-09-01,PAQUETERIA,1.0,288.69
2004,2022-09-01,COMISION BANCARIA,1.0,0.0
2005,2022-09-01,COMISION BANCARIA,1.0,19516.61
2006,2022-09-01,GASOLINA,1.0,10657.92
2008,2022-10-01,TELEFONO,1.0,2989.92
2009,2022-10-01,ARRENDAMIENTO FINANCIERO,1.0,6439.6
2010,2022-10-01,ARRENDAMIENTO FINANCIERO,1.0,6440.3
2011,2022-10-01,ARRENDAMIENTO FINANCIERO,1.0,9807.07
2012,2022-10-01,PAPELERIA,1.0,998.5
2013,2022-10-01,SEGUROS,1.0,1717.25
2021,2022-10-01,CAPACITACION,1.0,5213.21
2022,2022-10-01,NO DEDUCIBLE,1.0,390.0
2023,2022-10-01,ARRENDAMIENTO FINANCIERO,1.0,0.0
2024,2022-10-01,ARRENDAMIENTO FINANCIERO,1.0,0.0
2025,2022-10-01,ARRENDAMIENTO FINANCIERO,1.0,0.0
2026,2022-10-01,COMISION BANCARIA,1.0,0.0
2027,2022-10-01,COMISION BANCARIA,20.1271,0.0
2028,2022-10-01,COMISION BANCARIA,1.0,0.0
2029,2022-10-01,HONORARIOS CONTABLES,1.0,5100.01
2033,2022-10-01,HONORARIOS JURIDICOS,1.0,2932.17
2034,2022-10-01,MTTO COMPUTO,1.0,438.48
2035,2022-10-01,COMISION MIXTA,1.0,25277.31
2044,2022-10-01,TELEFONO,1.0,2667.2
2045,2022-10-01,MTTO LOCAL,1.0,118.51
2048,2022-10-01,MTTO COMPUTO,1.0,329.44
2051,2022-10-01,COMISION BANCARIA,1.0,568.4
2052,2022-10-01,COMISION BANCARIA,1.0,0.0
2057,2022-10-01,SEGUROS,1.0,0.0
2062,2022-10-01,PAQUETERIA,1.0,0.0
2065,2022-10-01,MONITOREO CAMARAS ADT,1.0,1539.3
2066,2022-10-01,MONITOREO CAMARAS ADT,1.0,0.0
2069,2022-10-01,PAQUETERIA,1.0,0.0
2070,2022-10-01,PAQUETERIA,1.0,0.0
2071,2022-10-01,MTTO COMPUTO,1.0,1136.8
2074,2022-10-01,CAPACITACION,1.0,0.0
2075,2022-10-01,ALIMENTOS,1.0,168.0
2076,2022-10-01,PAPELERIA,1.0,-349.5
2081,2022-10-01,MTTO COMPUTO,1.0,0.0
2087,2022-10-01,MTTO COMPUTO,1.0,386.28
2088,2022-10-01,NO DEDUCIBLE,1.0,99.0
2090,2022-10-01,SANITIZACION,1.0,2262.0
2092,2022-10-01,UNIFORMES,1.0,749.41
2093,2022-10-01,HONORARIOS JURIDICOS,1.0,2852.75
2094,2022-10-01,MTTO TRANSPORTE,1.0,1940.0
2095,2022-10-01,COMISION MIXTA,1.0,24592.65
2096,2022-10-01,SUELDOS DIRECCION,1.0,59054.92
2097,2022-10-01,SUELDOS DIRECCION,1.0,59054.92
2098,2022-10-01,RENTA COPIADORA,1.0,2320.0
2099,2022-10-01,GASOLINA,1.0,10348.0
2100,2022-10-01,PAQUETERIA,1.0,210.82
2101,2022-10-01,NO DEDUCIBLE,1.0,1079.28
2102,2022-10-01,PAPELERIA,1.0,2352.19
2104,2022-10-01,DERECHOS,1.0,270.0
2105,2022-10-01,GERENCIA ADMON,1.0,15253.33
2106,2022-10-01,GERENCIA ADMON,1.0,13346.66
2107,2022-10-01,PAQUETERIA,1.0,1549.54
2109,2022-10-01,NO DEDUCIBLE,1.0,299.0
2110,2022-10-01,ALIMENTOS,1.0,399.0
2115,2022-10-01,SUSCRIPCIONES,1.0,1095.04
2116,2022-10-01,SUSCRIPCIONES,1.0,-1095.04
2118,2022-10-01,MENSAJERIA,1.0,224.77
2120,2022-10-01,COMISION MIXTA,1.0,24936.48
2122,2022-10-01,CALIBRACIONES,1.0,0.0
2123,2022-10-01,IMSS/INFONAVIT,1.0,19745.95
2126,2022-10-01,HONORARIOS JURIDICOS,1.0,2892.63
2128,2022-10-01,MTTO COMPUTO,1.0,7335.84
2129,2022-10-01,CREDITO ,1.0,2120.45
2131,2022-10-01,CAPACITACION,1.0,5204.16
2132,2022-10-01,GASOLINA,1.0,961.38
2133,2022-10-01,MONITOREO CAMARAS ADT,1.0,694.84
2137,2022-10-01,MTTO LOCAL,1.0,249.4
2138,2022-10-01,DERECHOS,1.0,3095.0
2140,2022-10-01,PAQUETERIA,1.0,2041.73
2144,2022-10-01,NO DEDUCIBLE,1.0,3330.46
2151,2022-10-01,PAQUETERIA,1.0,0.0
2155,2022-10-01,MTTO COMPUTO,1.0,3089.08
2156,2022-10-01,MTTO LOCAL,1.0,325.7
2158,2022-10-01,RENTA COPIADORA,1.0,0.0
2162,2022-10-01,COMISION MIXTA,1.0,24228.06
2164,2022-10-01,ALIMENTOS,1.0,210.0
2165,2022-10-01,GASOLINA,1.0,1402.08
2166,2022-10-01,MTTO COMPUTO,1.0,0.0
2171,2022-10-01,HONORARIOS JURIDICOS,1.0,2810.45
2172,2022-10-01,GASOLINA,1.0,1000.14
2173,2022-10-01,GASOLINA,1.0,479.8
2174,2022-10-01,GASOLINA,1.0,1053.93
2177,2022-10-01,CASETAS,1.0,708.0
2178,2022-10-01,CASETAS,1.0,94.0
2180,2022-10-01,CASETAS,1.0,38.0
2182,2022-10-01,PEAJES,1.0,276.0
2183,2022-10-01,PEAJES,1.0,258.0
2184,2022-10-01,CASETAS,1.0,116.0
2187,2022-10-01,HONORARIOS JURIDICOS,1.0,1500.01
2188,2022-10-01,PAQUETERIA,1.0,1912.5
2190,2022-10-01,VALES DESPENSA,1.0,7162.4
2191,2022-10-01,PEAJES,1.0,240.0
2192,2022-10-01,PEAJES,1.0,312.0
2193,2022-10-01,TELEFONO,1.0,0.0
2197,2022-10-01,PEAJES,1.0,256.0
2198,2022-10-01,GERENCIA ADMON,1.0,28600.0
2201,2022-10-01,TELEFONO,1.0,2989.92
2202,2022-10-01,TELEFONO,1.0,399.99
2203,2022-10-01,MENSAJERIA,1.0,0.0
2204,2022-10-01,MENSAJERIA,1.0,0.0
2205,2022-10-01,HONORARIOS PM,1.0,27368.43
2207,2022-10-01,NO DEDUCIBLE,1.0,6585.11
2208,2022-10-01,NO DEDUCIBLE,1.0,2933.45
2209,2022-10-01,MTTO COMPUTO,1.0,3758.4
2210,2022-10-01,MTTO COMPUTO,1.0,2578.68
2214,2022-10-01,COMISION BANCARIA,1.0,0.0
2215,2022-10-01,COMISION BANCARIA,1.0,20734.37
2216,2022-10-01,GASOLINA,1.0,10085.41
2226,2022-11-01,MTTO LOCAL,1.0,870.0
2228,2022-11-01,CAPACITACION,1.0,0.0
2229,2022-11-01,CAPACITACION,1.0,5213.21
2230,2022-11-01,COMISION MIXTA,1.0,23283.28
2231,2022-11-01,ARRENDAMIENTO FINANCIERO,1.0,6439.6
2232,2022-11-01,ARRENDAMIENTO FINANCIERO,1.0,6440.3
2233,2022-11-01,ARRENDAMIENTO FINANCIERO,1.0,9807.07
2234,2022-11-01,COMISION BANCARIA,1.0,568.4
2235,2022-11-01,COMISION BANCARIA,1.0,0.0
2236,2022-11-01,HONORARIOS CONTABLES,1.0,5100.0
2237,2022-11-01,SEGUROS,1.0,1717.25
2238,2022-11-01,HONORARIOS JURIDICOS,1.0,2700.86
2240,2022-11-01,RENTA COPIADORA,1.0,0.0
2241,2022-11-01,PAQUETERIA,1.0,739.96
2243,2022-11-01,TELEFONO,1.0,2666.13
2245,2022-11-01,MTTO COMPUTO,1.0,438.48
2246,2022-11-01,CAPACITACION,1.0,350.0
2247,2022-11-01,MONITOREO CAMARAS ADT,1.0,1684.32
2248,2022-11-01,ARRENDAMIENTO FINANCIERO,1.0,0.0
2249,2022-11-01,ARRENDAMIENTO FINANCIERO,1.0,0.0
2250,2022-11-01,ARRENDAMIENTO FINANCIERO,1.0,0.0
2253,2022-11-01,COMISION BANCARIA,1.0,0.0
2254,2022-11-01,COMISION BANCARIA,19.8103,0.0
2255,2022-11-01,COMISION BANCARIA,1.0,0.0
2257,2022-11-01,PAQUETERIA,1.0,0.0
2258,2022-11-01,ALIMENTOS,1.0,399.0
2262,2022-11-01,MTTO LOCAL,1.0,630.0
2263,2022-11-01,SUSCRIPCIONES,1.0,1095.04
2264,2022-11-01,SUSCRIPCIONES,1.0,-1095.04
2267,2022-11-01,UNIFORMES,1.0,375.83
2269,2022-11-01,MTTO COMPUTO,1.0,329.44
2270,2022-11-01,MONITOREO CAMARAS ADT,1.0,0.0
2273,2022-11-01,PUBLICIDAD,1.0,6936.8
2274,2022-11-01,MTTO LOCAL,1.0,480.0
2275,2022-11-01,MTTO COMPUTO,1.0,386.28
2276,2022-11-01,COMISION MIXTA,1.0,23269.38
2278,2022-11-01,GASOLINA,1.0,5348.0
2279,2022-11-01,MTTO COMPUTO,1.0,0.0
2280,2022-11-01,HONORARIOS JURIDICOS,1.0,2699.25
2285,2022-11-01,MENSAJERIA,1.0,0.0
2290,2022-11-01,PAQUETERIA,1.0,1579.95
2293,2022-11-01,MTTO COMPUTO,1.0,59.0
2295,2022-11-01,ALIMENTOS,1.0,252.0
2296,2022-11-01,NO DEDUCIBLE,1.0,439.0
2297,2022-11-01,MTTO OFICINA ,1.0,580.0
2308,2022-11-01,GERENCIA ADMON,1.0,28600.0
2309,2022-11-01,CAPACITACION,1.0,5204.16
2311,2022-11-01,COMISION MIXTA,1.0,21630.09
2313,2022-11-01,MTTO OFICINA ,1.0,699.0
2314,2022-11-01,RENTA COPIADORA,1.0,2320.0
2315,2022-11-01,MTTO TRANSPORTE,1.0,60.0
2317,2022-11-01,MTTO COMPUTO,1.0,7335.84
2318,2022-11-01,VARIOS,1.0,2900.0
2319,2022-11-01,HONORARIOS JURIDICOS,1.0,2509.09
2321,2022-11-01,DERECHOS,1.0,5282.0
2322,2022-11-01,TELEFONO,1.0,0.0
2324,2022-11-01,PAQUETERIA,1.0,1761.51
2333,2022-11-01,SUELDOS DIRECCION,1.0,51538.65
2334,2022-11-01,CREDITO ,1.0,2068.01
2336,2022-11-01,MTTO LOCAL,1.0,634.08
2337,2022-11-01,MTTO OFICINA ,1.0,129.48
2341,2022-11-01,COMISION MIXTA,1.0,20162.63
2344,2022-11-01,PAQUETERIA,1.0,434.44
2345,2022-11-01,HONORARIOS JURIDICOS,1.0,2338.87
2347,2022-11-01,MTTO COMPUTO,1.0,3089.08
2353,2022-11-01,HONORARIOS JURIDICOS,1.0,1500.01
2355,2022-11-01,TELEFONO,1.0,0.0
2357,2022-11-01,CAPACITACION,1.0,5278.0
2361,2022-11-01,GASOLINA,1.0,10348.0
2363,2022-11-01,GASOLINA,1.0,1143.19
2366,2022-11-01,GASOLINA,1.0,1000.0
2367,2022-11-01,GASOLINA,1.0,500.0
2368,2022-11-01,IMSS/INFONAVIT,1.0,38288.81
2369,2022-11-01,NO DEDUCIBLE,1.0,3830.45
2370,2022-11-01,DERECHOS,1.0,3100.0
2373,2022-11-01,MTTO COMPUTO,1.0,0.0
2376,2022-11-01,TELEFONO,1.0,2989.92
2377,2022-11-01,GERENCIA ADMON,1.0,28600.0
2378,2022-11-01,PAPELERIA,1.0,974.4
2379,2022-11-01,VALES DESPENSA,1.0,162.4
2380,2022-11-01,COMISION MIXTA,1.0,21644.35
2381,2022-11-01,ALIMENTOS,1.0,210.0
2387,2022-11-01,PAQUETERIA,1.0,0.0
2389,2022-11-01,HONORARIOS JURIDICOS,1.0,2510.74
2393,2022-11-01,COMISION BANCARIA,1.0,0.0
2394,2022-11-01,GASOLINA,1.0,11156.68
2395,2022-11-01,COMISION BANCARIA,1.0,19585.32
2398,2022-12-01,ARRENDAMIENTO FINANCIERO,1.0,6439.6
2399,2022-12-01,ARRENDAMIENTO FINANCIERO,1.0,6440.3
2400,2022-12-01,ARRENDAMIENTO FINANCIERO,1.0,9807.07
2405,2022-12-01,PAQUETERIA,1.0,2135.16
2407,2022-12-01,CAPACITACION,1.0,5213.21
2408,2022-12-01,VARIOS,1.0,2475.0
2409,2022-12-01,COMISION BANCARIA,1.0,568.4
2410,2022-12-01,COMISION BANCARIA,1.0,0.0
2411,2022-12-01,ALIMENTOS,1.0,4698.0
2413,2022-12-01,SEGUROS,1.0,1717.25
2414,2022-12-01,COMISION BANCARIA,1.0,0.0
2415,2022-12-01,COMISION BANCARIA,19.3081,0.0
2416,2022-12-01,TELEFONO,1.0,3001.32
2417,2022-12-01,VARIOS,1.0,300.0
2418,2022-12-01,VARIOS,1.0,90.0
2419,2022-12-01,ARRENDAMIENTO FINANCIERO,1.0,0.0
2420,2022-12-01,ARRENDAMIENTO FINANCIERO,1.0,0.0
2421,2022-12-01,ARRENDAMIENTO FINANCIERO,1.0,0.0
2423,2022-12-01,VARIOS,1.0,1999.0
2424,2022-12-01,VARIOS,1.0,369.0
2426,2022-12-01,VARIOS,1.0,599.0
2427,2022-12-01,ALIMENTOS,1.0,283.0
2428,2022-12-01,VARIOS,1.0,258.0
2429,2022-12-01,VARIOS,1.0,795.6
2430,2022-12-01,MTTO COMPUTO,1.0,767.92
2431,2022-12-01,MONITOREO CAMARAS ADT,1.0,1684.32
2432,2022-12-01,MTTO COMPUTO,1.0,2578.68
2433,2022-12-01,VARIOS,1.0,398.99
2434,2022-12-01,GASOLINA,1.0,608.16
2436,2022-12-01,COMISION MIXTA,1.0,21533.08
2437,2022-12-01,VARIOS,1.0,719.1
2438,2022-12-01,COMISION BANCARIA,1.0,0.0
2439,2022-12-01,HONORARIOS CONTABLES,1.0,5100.0
2442,2022-12-01,CAPACITACION,1.0,0.0
2446,2022-12-01,VARIOS,1.0,2772.0
2447,2022-12-01,TELEFONO,1.0,0.0
2448,2022-12-01,SUSCRIPCIONES,1.0,1095.04
2449,2022-12-01,CREDITO ,1.0,2068.01
2450,2022-12-01,PAQUETERIA,1.0,1720.52
2451,2022-12-01,HONORARIOS JURIDICOS,1.0,2497.84
2459,2022-12-01,VARIOS,1.0,2154.69
2461,2022-12-01,ALIMENTOS,1.0,299.0
2462,2022-12-01,VARIOS,1.0,3329.0
2463,2022-12-01,VARIOS,1.0,1665.0
2464,2022-12-01,MENSAJERIA,1.0,31204.36
2465,2022-12-01,MENSAJERIA,1.0,791.41
2466,2022-12-01,RENTA COPIADORA,1.0,2320.0
2467,2022-12-01,VARIOS,1.0,4679.1
2468,2022-12-01,ALIMENTOS,1.0,399.0
2471,2022-12-01,VARIOS,1.0,780.0
2472,2022-12-01,MTTO COMPUTO,1.0,386.28
2473,2022-12-01,SUELDOS DIRECCION,1.0,49968.17
2477,2022-12-01,GASTOS IMPORTACION ,1.0,5687.81
2478,2022-12-01,COMISION MIXTA,1.0,21799.95
2479,2022-12-01,MTTO LOCAL,1.0,1113.6
2480,2022-12-01,HONORARIOS PM,1.0,546.65
2485,2022-12-01,HONORARIOS JURIDICOS,1.0,2528.79
2486,2022-12-01,CAPACITACION,1.0,5204.16
2488,2022-12-01,GERENCIA ADMON,1.0,28600.0
2489,2022-12-01,PAQUETERIA,1.0,799.9
2493,2022-12-01,RENTA COPIADORA,1.0,0.0
2494,2022-12-01,MTTO COMPUTO,1.0,7335.84
2495,2022-12-01,MTTO LOCAL,1.0,158.0
2496,2022-12-01,PAQUETERIA,1.0,0.0
2497,2022-12-01,TELEFONO,1.0,0.0
2500,2022-12-01,ALIMENTOS,1.0,264.0
2501,2022-12-01,VARIOS,1.0,936.61
2502,2022-12-01,COMISION MIXTA,1.0,37324.88
2503,2022-12-01,MTTO LOCAL,1.0,823.81
2506,2022-12-01,CREDITO ,1.0,2014.9
2507,2022-12-01,HONORARIOS JURIDICOS,1.0,4329.69
2508,2022-12-01,VARIOS,1.0,2013.44
2510,2022-12-01,HONORARIOS PM,1.0,27368.43
2513,2022-12-01,SUELDOS DIRECCION,1.0,28409.98
2516,2022-12-01,DERECHOS,1.0,4532.0
2519,2022-12-01,PAQUETERIA,1.0,279.91
2524,2022-12-01,COMISION MIXTA,1.0,20891.65
2530,2022-12-01,NO DEDUCIBLE,1.0,5982.05
2531,2022-12-01,RENTA COPIADORA,1.0,0.0
2532,2022-12-01,GASOLINA,1.0,10348.0
2534,2022-12-01,GERENCIA ADMON,1.0,28600.0
2535,2022-12-01,PAPELERIA,1.0,455.6
2537,2022-12-01,HONORARIOS JURIDICOS,1.0,2423.43
2540,2022-12-01,COMISION MIXTA,1.0,23345.25
2545,2022-12-01,PAQUETERIA,1.0,2418.62
2546,2022-12-01,VARIOS,1.0,1199.0
2547,2022-12-01,HONORARIOS JURIDICOS,1.0,2708.05
2548,2022-12-01,VARIOS,1.0,1299.0
2549,2022-12-01,VARIOS,1.0,1199.0
2550,2022-12-01,IMSS/INFONAVIT,1.0,20299.31
2552,2022-12-01,PAQUETERIA,1.0,0.0
2555,2022-12-01,VALES DESPENSA,1.0,7162.4
2556,2022-12-01,MENSAJERIA,1.0,0.0
2557,2022-12-01,MTTO COMPUTO,1.0,3089.08
2558,2022-12-01,MTTO COMPUTO,1.0,0.0
2559,2022-12-01,MTTO COMPUTO,1.0,0.0
2560,2022-12-01,NO DEDUCIBLE,1.0,4235.69
2562,2022-12-01,GASTOS IMPORTACION ,1.0,0.0
2563,2022-12-01,TELEFONO,1.0,2989.92
2564,2022-12-01,PAQUETERIA,1.0,2105.19
2570,2022-12-01,CAPACITACION,1.0,0.0
2571,2022-12-01,GASOLINA,1.0,11449.6
2572,2022-12-01,COMISION BANCARIA,1.0,0.0
2573,2022-12-01,COMISION BANCARIA,1.0,17826.62
